spans	sentence
0 3	Alexander Amin Casper Keynes was born at London Borough of Camden on 05 September 1991 . His mother is Zelfa Cecil Hourani
7 10	Alexander Amin Casper Keynes was born at London Borough of Camden on 05 September 1991 . His mother is Zelfa Cecil Hourani
12 14	Alexander Amin Casper Keynes was born at London Borough of Camden on 05 September 1991 . His mother is Zelfa Cecil Hourani
19 21	Alexander Amin Casper Keynes was born at London Borough of Camden on 05 September 1991 . His mother is Zelfa Cecil Hourani
0 2	James Lablache Stewart was born at Epsom on 06 May 1913 . His mother is Frederica Eliza Lablache Stewart
6 6	James Lablache Stewart was born at Epsom on 06 May 1913 . His mother is Frederica Eliza Lablache Stewart
8 10	James Lablache Stewart was born at Epsom on 06 May 1913 . His mother is Frederica Eliza Lablache Stewart
15 18	James Lablache Stewart was born at Epsom on 06 May 1913 . His mother is Frederica Eliza Lablache Stewart
0 2	George Brinton McClellan was born at Philadelphia on 03 December 1826 . His mother is Elizabeth Brinton
6 6	George Brinton McClellan was born at Philadelphia on 03 December 1826 . His mother is Elizabeth Brinton
8 10	George Brinton McClellan was born at Philadelphia on 03 December 1826 . His mother is Elizabeth Brinton
15 16	George Brinton McClellan was born at Philadelphia on 03 December 1826 . His mother is Elizabeth Brinton
0 3	Richard Wayne Van Dyke was born at West Plains on 13 December 1925 . His mother is Hazel Vorice McCord
7 8	Richard Wayne Van Dyke was born at West Plains on 13 December 1925 . His mother is Hazel Vorice McCord
10 12	Richard Wayne Van Dyke was born at West Plains on 13 December 1925 . His mother is Hazel Vorice McCord
17 19	Richard Wayne Van Dyke was born at West Plains on 13 December 1925 . His mother is Hazel Vorice McCord
0 2	James Vernon Taylor was born at Boston on 12 March 1948 . His mother is Gertrude Arline Woodard
6 6	James Vernon Taylor was born at Boston on 12 March 1948 . His mother is Gertrude Arline Woodard
8 10	James Vernon Taylor was born at Boston on 12 March 1948 . His mother is Gertrude Arline Woodard
15 17	James Vernon Taylor was born at Boston on 12 March 1948 . His mother is Gertrude Arline Woodard
0 2	Jonathan Niven Cryer was born at New York City on 16 April 1965 . His mother is Gretchen Cryer
6 8	Jonathan Niven Cryer was born at New York City on 16 April 1965 . His mother is Gretchen Cryer
10 12	Jonathan Niven Cryer was born at New York City on 16 April 1965 . His mother is Gretchen Cryer
17 18	Jonathan Niven Cryer was born at New York City on 16 April 1965 . His mother is Gretchen Cryer
0 3	Walter Leland Cronkite, Jr. was born at St. Joseph on 04 November 1916 . His mother is Helen Fritsch
7 8	Walter Leland Cronkite, Jr. was born at St. Joseph on 04 November 1916 . His mother is Helen Fritsch
10 12	Walter Leland Cronkite, Jr. was born at St. Joseph on 04 November 1916 . His mother is Helen Fritsch
17 18	Walter Leland Cronkite, Jr. was born at St. Joseph on 04 November 1916 . His mother is Helen Fritsch
0 3	Damian Robert Nesta Marley was born at Kingston on 21 July 1978 . His mother is Cindy Breakspeare
7 7	Damian Robert Nesta Marley was born at Kingston on 21 July 1978 . His mother is Cindy Breakspeare
9 11	Damian Robert Nesta Marley was born at Kingston on 21 July 1978 . His mother is Cindy Breakspeare
16 17	Damian Robert Nesta Marley was born at Kingston on 21 July 1978 . His mother is Cindy Breakspeare
0 2	Adlai Ewing Stevenson was born at Christian County on 23 October 1835 . His mother is Eliza Ann Ewing
6 7	Adlai Ewing Stevenson was born at Christian County on 23 October 1835 . His mother is Eliza Ann Ewing
9 11	Adlai Ewing Stevenson was born at Christian County on 23 October 1835 . His mother is Eliza Ann Ewing
16 18	Adlai Ewing Stevenson was born at Christian County on 23 October 1835 . His mother is Eliza Ann Ewing
0 2	Gladys May Casely-Hayford was born at Axim on 11 May 1904 . His mother is Adelaide Casely-Hayford
6 6	Gladys May Casely-Hayford was born at Axim on 11 May 1904 . His mother is Adelaide Casely-Hayford
8 10	Gladys May Casely-Hayford was born at Axim on 11 May 1904 . His mother is Adelaide Casely-Hayford
15 16	Gladys May Casely-Hayford was born at Axim on 11 May 1904 . His mother is Adelaide Casely-Hayford
0 2	Cornelius Crane Chase was born at Manhattan on 08 October 1943 . His mother is Cathaline Parker Widdoes
6 6	Cornelius Crane Chase was born at Manhattan on 08 October 1943 . His mother is Cathaline Parker Widdoes
8 10	Cornelius Crane Chase was born at Manhattan on 08 October 1943 . His mother is Cathaline Parker Widdoes
15 17	Cornelius Crane Chase was born at Manhattan on 08 October 1943 . His mother is Cathaline Parker Widdoes
0 2	Stephen Andrew Baldwin was born at Massapequa on 12 May 1966 . His mother is Carol M. Baldwin
6 6	Stephen Andrew Baldwin was born at Massapequa on 12 May 1966 . His mother is Carol M. Baldwin
8 10	Stephen Andrew Baldwin was born at Massapequa on 12 May 1966 . His mother is Carol M. Baldwin
15 17	Stephen Andrew Baldwin was born at Massapequa on 12 May 1966 . His mother is Carol M. Baldwin
0 2	Jeffrey Glenn Bennett was born at Houston on 02 October 1962 . His mother is Genya Benaderet
6 6	Jeffrey Glenn Bennett was born at Houston on 02 October 1962 . His mother is Genya Benaderet
8 10	Jeffrey Glenn Bennett was born at Houston on 02 October 1962 . His mother is Genya Benaderet
15 16	Jeffrey Glenn Bennett was born at Houston on 02 October 1962 . His mother is Genya Benaderet
0 2	Joakim Simon Noah was born at New York City on 25 February 1985 . His mother is Cécilia Rodhe
6 8	Joakim Simon Noah was born at New York City on 25 February 1985 . His mother is Cécilia Rodhe
10 12	Joakim Simon Noah was born at New York City on 25 February 1985 . His mother is Cécilia Rodhe
17 18	Joakim Simon Noah was born at New York City on 25 February 1985 . His mother is Cécilia Rodhe
0 2	Henry Fairfield Osborn was born at Fairfield on 08 August 1857 . His mother is Virginia Reed Osborn (Sturges)
6 6	Henry Fairfield Osborn was born at Fairfield on 08 August 1857 . His mother is Virginia Reed Osborn (Sturges)
8 10	Henry Fairfield Osborn was born at Fairfield on 08 August 1857 . His mother is Virginia Reed Osborn (Sturges)
15 18	Henry Fairfield Osborn was born at Fairfield on 08 August 1857 . His mother is Virginia Reed Osborn (Sturges)
0 2	Jeffrey Ross Hyman was born at Forest Hills on 19 May 1951 . His mother is Charlotte Lesher
6 7	Jeffrey Ross Hyman was born at Forest Hills on 19 May 1951 . His mother is Charlotte Lesher
9 11	Jeffrey Ross Hyman was born at Forest Hills on 19 May 1951 . His mother is Charlotte Lesher
16 17	Jeffrey Ross Hyman was born at Forest Hills on 19 May 1951 . His mother is Charlotte Lesher
0 3	John Roderigo Dos Passos was born at Chicago on 14 January 1896 . His mother is Lucy Addison Sprigg Dos Passos
7 7	John Roderigo Dos Passos was born at Chicago on 14 January 1896 . His mother is Lucy Addison Sprigg Dos Passos
9 11	John Roderigo Dos Passos was born at Chicago on 14 January 1896 . His mother is Lucy Addison Sprigg Dos Passos
16 20	John Roderigo Dos Passos was born at Chicago on 14 January 1896 . His mother is Lucy Addison Sprigg Dos Passos
0 2	Jeffrey Preston Jorgensen was born at Albuquerque on 12 January 1964 . His mother is Jacklyn Gise
6 6	Jeffrey Preston Jorgensen was born at Albuquerque on 12 January 1964 . His mother is Jacklyn Gise
8 10	Jeffrey Preston Jorgensen was born at Albuquerque on 12 January 1964 . His mother is Jacklyn Gise
15 16	Jeffrey Preston Jorgensen was born at Albuquerque on 12 January 1964 . His mother is Jacklyn Gise
0 2	Robert Wyatt Ellidge was born at Bristol on 28 January 1945 . His mother is Honor Wyatt
6 6	Robert Wyatt Ellidge was born at Bristol on 28 January 1945 . His mother is Honor Wyatt
8 10	Robert Wyatt Ellidge was born at Bristol on 28 January 1945 . His mother is Honor Wyatt
15 16	Robert Wyatt Ellidge was born at Bristol on 28 January 1945 . His mother is Honor Wyatt
0 2	Richmond Reed Carradine was born at New York City on 05 February 1906 . His mother is Genevieve Richmond Richmond
6 8	Richmond Reed Carradine was born at New York City on 05 February 1906 . His mother is Genevieve Richmond Richmond
10 12	Richmond Reed Carradine was born at New York City on 05 February 1906 . His mother is Genevieve Richmond Richmond
17 19	Richmond Reed Carradine was born at New York City on 05 February 1906 . His mother is Genevieve Richmond Richmond
0 2	Heather Louise See was born at Tucson on 31 December 1962 . His mother is Linda McCartney
6 6	Heather Louise See was born at Tucson on 31 December 1962 . His mother is Linda McCartney
8 10	Heather Louise See was born at Tucson on 31 December 1962 . His mother is Linda McCartney
15 16	Heather Louise See was born at Tucson on 31 December 1962 . His mother is Linda McCartney
0 2	Brian Douglas Wilson was born at Inglewood on 20 June 1942 . His mother is Audree Wilson
6 6	Brian Douglas Wilson was born at Inglewood on 20 June 1942 . His mother is Audree Wilson
8 10	Brian Douglas Wilson was born at Inglewood on 20 June 1942 . His mother is Audree Wilson
15 16	Brian Douglas Wilson was born at Inglewood on 20 June 1942 . His mother is Audree Wilson
0 2	Matthew Wayne Shepard was born at Casper on 01 December 1976 . His mother is Judy Shepard
6 6	Matthew Wayne Shepard was born at Casper on 01 December 1976 . His mother is Judy Shepard
8 10	Matthew Wayne Shepard was born at Casper on 01 December 1976 . His mother is Judy Shepard
15 16	Matthew Wayne Shepard was born at Casper on 01 December 1976 . His mother is Judy Shepard
0 2	Jeremiah Jones Colbath was born at Farmington on 16 February 1812 . His mother is Abigail Witham
6 6	Jeremiah Jones Colbath was born at Farmington on 16 February 1812 . His mother is Abigail Witham
8 10	Jeremiah Jones Colbath was born at Farmington on 16 February 1812 . His mother is Abigail Witham
15 16	Jeremiah Jones Colbath was born at Farmington on 16 February 1812 . His mother is Abigail Witham
0 3	Winifred Amy Hart Dyke was born at Colchester on 10 September 1881 . His mother is Emily Thorndike
7 7	Winifred Amy Hart Dyke was born at Colchester on 10 September 1881 . His mother is Emily Thorndike
9 11	Winifred Amy Hart Dyke was born at Colchester on 10 September 1881 . His mother is Emily Thorndike
16 17	Winifred Amy Hart Dyke was born at Colchester on 10 September 1881 . His mother is Emily Thorndike
0 3	Winifred Amy Hart Dyke was born at Colchester on 01 January 1881 . His mother is Emily Thorndike
7 7	Winifred Amy Hart Dyke was born at Colchester on 01 January 1881 . His mother is Emily Thorndike
9 11	Winifred Amy Hart Dyke was born at Colchester on 01 January 1881 . His mother is Emily Thorndike
16 17	Winifred Amy Hart Dyke was born at Colchester on 01 January 1881 . His mother is Emily Thorndike
0 2	William Joseph Baldwin was born at Massapequa on 21 February 1963 . His mother is Carol M. Baldwin
6 6	William Joseph Baldwin was born at Massapequa on 21 February 1963 . His mother is Carol M. Baldwin
8 10	William Joseph Baldwin was born at Massapequa on 21 February 1963 . His mother is Carol M. Baldwin
15 17	William Joseph Baldwin was born at Massapequa on 21 February 1963 . His mother is Carol M. Baldwin
0 2	Patrick Lafcadio Hearn was born at Lefkada on 27 June 1850 . His mother is Rosa Antonia Cassimati
6 6	Patrick Lafcadio Hearn was born at Lefkada on 27 June 1850 . His mother is Rosa Antonia Cassimati
8 10	Patrick Lafcadio Hearn was born at Lefkada on 27 June 1850 . His mother is Rosa Antonia Cassimati
15 17	Patrick Lafcadio Hearn was born at Lefkada on 27 June 1850 . His mother is Rosa Antonia Cassimati
0 2	Joseph Patrick Kennedy was born at Boston on 06 September 1888 . His mother is Mary Augusta Hickey
6 6	Joseph Patrick Kennedy was born at Boston on 06 September 1888 . His mother is Mary Augusta Hickey
8 10	Joseph Patrick Kennedy was born at Boston on 06 September 1888 . His mother is Mary Augusta Hickey
15 17	Joseph Patrick Kennedy was born at Boston on 06 September 1888 . His mother is Mary Augusta Hickey
0 5	Michael George Charles Franklin of Kent was born at Coppins on 04 July 1942 . His mother is Princess Marina, Duchess of Kent
9 9	Michael George Charles Franklin of Kent was born at Coppins on 04 July 1942 . His mother is Princess Marina, Duchess of Kent
11 13	Michael George Charles Franklin of Kent was born at Coppins on 04 July 1942 . His mother is Princess Marina, Duchess of Kent
18 22	Michael George Charles Franklin of Kent was born at Coppins on 04 July 1942 . His mother is Princess Marina, Duchess of Kent
0 2	Dean George Tanaka was born at Mount Clemens on 31 July 1966 . His mother is Sharon Thomas
6 7	Dean George Tanaka was born at Mount Clemens on 31 July 1966 . His mother is Sharon Thomas
9 11	Dean George Tanaka was born at Mount Clemens on 31 July 1966 . His mother is Sharon Thomas
16 17	Dean George Tanaka was born at Mount Clemens on 31 July 1966 . His mother is Sharon Thomas
0 2	Horace Curzon Plunkett was born on 24 October 1854 . His mother is Anne Constance Dutton
6 8	Horace Curzon Plunkett was born on 24 October 1854 . His mother is Anne Constance Dutton
13 15	Horace Curzon Plunkett was born on 24 October 1854 . His mother is Anne Constance Dutton
0 1	Humayun Kabir was born at Munshiganj District on 28 April 1947 . His mother is Jobeda Khatun
5 6	Humayun Kabir was born at Munshiganj District on 28 April 1947 . His mother is Jobeda Khatun
8 10	Humayun Kabir was born at Munshiganj District on 28 April 1947 . His mother is Jobeda Khatun
15 16	Humayun Kabir was born at Munshiganj District on 28 April 1947 . His mother is Jobeda Khatun
0 3	John Samuel Waters Jr. was born at Baltimore on 22 April 1946 . His mother is Patricia Ann Whitaker
7 7	John Samuel Waters Jr. was born at Baltimore on 22 April 1946 . His mother is Patricia Ann Whitaker
9 11	John Samuel Waters Jr. was born at Baltimore on 22 April 1946 . His mother is Patricia Ann Whitaker
16 18	John Samuel Waters Jr. was born at Baltimore on 22 April 1946 . His mother is Patricia Ann Whitaker
0 3	Simon Jonathan Sebag Montefiore was born at London on 27 June 1965 . His mother is Phyllis Jaffé
7 7	Simon Jonathan Sebag Montefiore was born at London on 27 June 1965 . His mother is Phyllis Jaffé
9 11	Simon Jonathan Sebag Montefiore was born at London on 27 June 1965 . His mother is Phyllis Jaffé
16 17	Simon Jonathan Sebag Montefiore was born at London on 27 June 1965 . His mother is Phyllis Jaffé
